;Локальная тема;Описание
181;Неудовлетворительное техническое/санитарное состояние;" Остановку объявляет правильно, а вот следующую говорит неправильно, в другую сторону.То есть прибытие с правильным названием, а отправление нет. Белореченская,24(верно) след.Цимлянская Ул(отправляется, неверно, след.Белореч,30) Прибывает:""Белореченская,30(верно) следующая ""Белореченская,24(неверно,уже её проехал, следующая Новомарьинская) Путаница"
182;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице.
183;Неудовлетворительное техническое/санитарное состояние;Жарко в салоне, не работает кондиционер
184;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, на улице 19-21, но жаркое солнце - в салоне 28, вместо кондиционера открыты окна.
185;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер 
186;Неудовлетворительное техническое/санитарное состояние;Прошу вас заменить помутневший стеклопакет в троллейбусе.
187;Неудовлетворительное техническое/санитарное состояние;Поврежден пол около 1 двери, отклеился пластиковый держатель указатель маршрута и держится на металлической палке которую нужно убрать, вода и грязь в двух стеклопакетах перед третьей дверью и за ней с правой стороны, а также в стеклопакете на правой половине третьей двери. Не закреплён и гремит придверный экран у 2 двери. Необходимо исправить.
188;Неудовлетворительное техническое/санитарное состояние;Грязная перегородка кабины водителя, отсутствует ручка двери кабины водителя и ручка около четырёх мест между 1 и 2 дверьми, повреждена ручка на сидении и отсутствует спинка напротив 2 двери. Пластиковый держатель указателя маршрута отклеился и гремит. Нужно приклеить его и убрать металлические палки. Необходимо исправить.
189;Неудовлетворительное техническое/санитарное состояние;Разбит и сломан левый выносной габарит. Необходимо исправить.
190;Неудовлетворительное техническое/санитарное состояние;Если войти в центральные двери то левее прямо на стене или потолке в салоне,когда автобус стоит на холостом ходу двигателя очень громко дребезжит пластиковая панель обшивки салона.
191;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице, прошу починить. Показываемая температура +21 непонятно где указывает замеры.
192;Неудовлетворительное техническое/санитарное состояние;Повреждены две ручки на сидениях, грязь около молотка и на верхней панели. Грязная перегородка кабины водителя. Необходимо исправить.
193;Неудовлетворительное техническое/санитарное состояние;Вода внутри стеклопакета с правой стороны и стеклопакета форточки с правой стороны, между 2 и 3 дверьми. Необходимо исправить.
194;Неудовлетворительное техническое/санитарное состояние;Не работает боковое табло у автобуса 2158368. Исправьте пожалуйста
195;Неудовлетворительное техническое/санитарное состояние;Выхлопные газы в салоне
196;Неудовлетворительное техническое/санитарное состояние;Не работает подсветка подножки первой двери, не работает кондиционер, в салоне очень жарко. Необходимо исправить.
197;Неудовлетворительное техническое/санитарное состояние;В автобусе работает система отопления летом при жаре +25. Кондиционер при его наличии не работает. Информационное табло не показывает температуру в салоне и на улице.
198;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице. Прошу починить
199;Неудовлетворительное техническое/санитарное состояние;"Не работало информационное табло, расположенное ближе к водителю, на маршруте 655 от остановки ""Белая дача"" до конечной остановки ""Метро Кузьминки"". Борт.номер автобуса 160422. Требую принять меры по выявлению причин / виновников не полного техническиюого соответствия транспортного средства, выпущенного в рейс! См. Фотофиксацию. О."
200;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
201;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
202;Неудовлетворительное техническое/санитарное состояние;В автобусе не работает кондиционер. Внутри температура была +31 градус (это видно на табло на одном из фото), притом что на улице температура была +26. Такая жара внутри транспорта очень вредная для здоровья людей.
203;Неудовлетворительное техническое/санитарное состояние;От автобуса раздается аномальное громкое шипение, как от паровоза. Это не норма для современного городского транспорта.
204;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает, задняя дверь не закрывается до конца
205;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер!
206;Неудовлетворительное техническое/санитарное состояние;На улице жара,в салоне душегубка. Кондиционер или намеренно не включен или автобус выходит на линию в технически неисправном состоянии.
207;Неудовлетворительное техническое/санитарное состояние;На улице 26гр,а в салоне +32. Кондиционер не включен или неисправен.
208;Неудовлетворительное техническое/санитарное состояние;Отсутствует часть обшивки на боковом зеркале заднего вида по стороны посадки/ высадки пассажиров
209;Неудовлетворительное техническое/санитарное состояние;Жара в салоне, нарушен температурный режим.
210;Неудовлетворительное техническое/санитарное состояние;Добрый день! В данном троллейбусе не работает кондиционер, табло в салоне показывает температуру +31°C.
211;Неудовлетворительное техническое/санитарное состояние;От автобуса в момент набора скорости раздаётся аномальный свист и скрежет. Это не норма для современного городского транспорта.
212;Неудовлетворительное техническое/санитарное состояние;Вода в стеклопакете второй и третьей створок дверей, отсутствует кнопка STOP у второй двери. Прошу произвести замену стеклопакетов второй и третьей створок дверей, а так же вернуть на место кнопку STOP у второй двери. Спасибо.
213;Неудовлетворительное техническое/санитарное состояние;Температура в салоне автобуса +35 В салоне автобуса включены обогреватели. Кондиционер не работает. 
214;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, открыты окна и люки, на улице +24, в салоне жара, табло в салоне показывает +32.
215;Неудовлетворительное техническое/санитарное состояние;плохо работает кондиционер 
216;Неудовлетворительное техническое/санитарное состояние;Неисправна система электронных маршрутоуказателей, нарушена герметизация стеклопакета у первой двери из за чего о там скопилась вода, рядом с передним колесом присутсвуют следы коррозии. Прошу исправить.
217;Неудовлетворительное техническое/санитарное состояние;Не работало объявление остановок вообще (или просто не объявляли). Не горела передняя и задняя подсветка номеров маршрута).
218;Неудовлетворительное техническое/санитарное состояние;Отсутствует защитный кожух на задней двери
219;Неудовлетворительное техническое/санитарное состояние;Открыты все люки и все форточки. В салоне автобуса +37 градусов. Просьба выполнить ремонт кондиционера.
220;Неудовлетворительное техническое/санитарное состояние;Повреждено лобовое стекло! Трещины препятствуют нормативному обзору с рабочего места водителя!!!
221;Неудовлетворительное техническое/санитарное состояние;В моторном отсеке что-то сильно скрежещет при разгоне и при поворотах.
222;Неудовлетворительное техническое/санитарное состояние;Отсутствует стопор ролика задней двери, вместо него приклеена чёрная изолента.
223;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, в салоне +30 градусов
224;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер. При температуре на улице + 23 в салоне + 32. В задней части салона находиться вообще невозможно, все пассажиры толпятся на передней площадке
225;Неудовлетворительное техническое/санитарное состояние;В автобусе грязно и пахнет так, как будто выхлопная труба в салоне автобуса. Дышать трудно.
226;Неудовлетворительное техническое/санитарное состояние;В автобусе не работает кондиционер, открыты все окна, но все равно очень жарко!
227;Неудовлетворительное техническое/санитарное состояние;Добрый день! В указанном автобусе не работает кондиционер. Салонное табло показывает температуру +31°C.
228;Неудовлетворительное техническое/санитарное состояние;В автобусе не работал кондиционер, температура в салоне, по информационному табло составляла +31°С. Просто ужас! Хватит экономить бензин за счёт комфорта пассажиров!!!
229;Неудовлетворительное техническое/санитарное состояние;У автобуса с парковым номером 011183 явно не исправен двигатель. При наборе скорости и ускорении из выхлопной трубы летит сажа и копоть.
230;Неудовлетворительное техническое/санитарное состояние;В салоне сильный/резкий запах бензина с примесью иных технических жидкостей(возможно ацетон/выхлопные газы )
231;Неудовлетворительное техническое/санитарное состояние;
232;Неудовлетворительное техническое/санитарное состояние;В автобусе пробитый глушитель. Нужно заменить.
233;Неудовлетворительное техническое/санитарное состояние;В автобусе пробитый глушитель. Нужно заменить.
234;Неудовлетворительное техническое/санитарное состояние;Прошу вас наладить работу кондиционера в данном автобусе, а также перекрыть краны отопления салона.
235;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер. Поручень над местами для инвалидов находится не в заводском состоянии
236;Неудовлетворительное техническое/санитарное состояние;Не работает боковой маршрутоуказатель 
237;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, в салоне +32°. Необходимо восстановить работоспособность кондиционера. Спасибо.
238;Неудовлетворительное техническое/санитарное состояние;Нарушен температурный режим в салоне автобуса
239;Неудовлетворительное техническое/санитарное состояние;У автобуса открыт технологический люк!
240;Неудовлетворительное техническое/санитарное состояние;Здравствуйте.Уберитесь в салоне. Сиденья очень грязные. Номера автобуса к сожалению не знаю. Бортовой номер прислал. Спасибо.
241;Неудовлетворительное техническое/санитарное состояние;Сломаны стоп-сигналы, они горят всегда и не выключаются никогда. На фотографии автобус разгоняется от остановки вверх по дороге, а они горят. Дополнительно сообщаю, что прошлый раз я сюда жаловался на эту же неисправность именно этого автобуса, но вы не починили и прислали мне фальшивый ответ.
242;Неудовлетворительное техническое/санитарное состояние;Отсутствует заглушка сзади, на пятиместке, справа. Пластик не закреплён и плюс концы гвоздя острые. Просьба восстановить заглушку в данном автобусе.
243;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает. В салоне автобуса дышать совершенно нечем. СИЗ рекомендуете, а комфортный проезд в автобусе не обеспечиваете. Просьба произвести ремонт системы кондиционирования воздуха во всех автобусах города Москвы.
244;Неудовлетворительное техническое/санитарное состояние;Не работают маршрутоуказатели со всех сторон
245;Неудовлетворительное техническое/санитарное состояние;На переднем маршрутоуказателе не полностью отображаются пункты, также различаются бортовые номера в салоне и снаружи
246;Неудовлетворительное техническое/санитарное состояние;Большая дыра (первая дверь)
247;Неудовлетворительное техническое/санитарное состояние;Не полностью отображаются пункты на переднем табло
248;Неудовлетворительное техническое/санитарное состояние;На боковом табло не полностью отображаются пункты
249;Неудовлетворительное техническое/санитарное состояние;Не исправна система ЭМУ - не объявляются и не показываются остановки, не работает заднее табло! Исправьте!
250;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает
251;Неудовлетворительное техническое/санитарное состояние;Это просто ужас, автобус оборудован кондиционером, открыты все форточки, он не работает, в салоне +30, дышать не возможно!!! Почините оборудование и воспитайте персонал чтоб следил за состоянием вверенного ему транспортного средства. 
252;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, в салоне +38°. Сломана кнопка открытия на 3 двери. Отсутствуют колпаки на задних колесах установленные заводом изготовителем. Прошу исправить недостатки и предоставить фотоотчет о проделанной работе с обоих сторон автобуса. Спасибо.
253;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер в салоне очень жарко
254;Неудовлетворительное техническое/санитарное состояние;Сломан кондиционер. Он слишком сильно охлаждает. На бегущей строке показывает 15 градусов, а в реальности ещё холоднее. Дискомфортно находиться в таком холоде. Дополнительно сообщаю, что при эпидемии коронавируса применение кондиционеров запрещено во избежание передачи инфекции.
255;Неудовлетворительное техническое/санитарное состояние;Не работает табло
256;Неудовлетворительное техническое/санитарное состояние;Стёрт задний ГРЗ.
257;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице, прошу починить
258;Неудовлетворительное техническое/санитарное состояние;В салон автобуса из системы кондиционирования поступает запах сырости и плесени
259;Неудовлетворительное техническое/санитарное состояние;Отключен речевой информатор
260;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, в салоне очень жарко. Грязные запотевшие окна.
261;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице. Прошу починить
262;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице. Время установлено не верно. Прошу все исправить
263;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
264;Неудовлетворительное техническое/санитарное состояние;У последней двери валидатор не считывает проездные
265;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру на улице. Прошу починить
266;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне. Прошу починить
267;Неудовлетворительное техническое/санитарное состояние;В автобусе работали батареи отопления на обогрев. В салоне было очень жарко. Кондиционер не работал. На улице в это время была температура 23 градуса.
268;Неудовлетворительное техническое/санитарное состояние;Не работают маршрутоуказатели.
269;Неудовлетворительное техническое/санитарное состояние;Автобус на линии с выключенным кондиционером, температура в салоне выше предусмотренной госконтрактом (+33!!!).
270;Неудовлетворительное техническое/санитарное состояние;Несмотря на работающий кондиционер, в салоне автобуса духота и жара (+28!). В задней части салона находиться невозможо - моторный отсек пышет жаром!
271;Неудовлетворительное техническое/санитарное состояние;Вмятина на левом борту автобуса.Отсутствует дополнительное сферическое зеркало на правом кронштейне,левое зеркало треснуто,оба кронштейна крепления зеркал ржавые.Отсутствуют металлические колпаки на задней оси автобуса и обоих сторон установленные заводом изготовителем.Шланги на дворниках не закреплены.Необходимо исправить и предоставить фотоотчет.
272;Неудовлетворительное техническое/санитарное состояние;Повторно сообщаю о нарушении температурного режима в салоне автобуса, маршрут 400Э. См фото. Аналогичная ситуация наблюдалась и вчера, примерно в это же время. В условиях COVID люди вынуждены сидеть в маска и перчатках при температуре в салоне +31 и закрытых окнах. Я настоятельно прошу обязать водителей соблюдать температурный режим.
273;Неудовлетворительное техническое/санитарное состояние;Температура внутри салона автобуса +37 Система кондиционирования салона не работает. Открыты все люки и форточки, но дышать невозможно, так как надета медицинская маска. Просьба привести в надлежащее состояние все автобусы во всех автобусных парках Москвы.
274;Неудовлетворительное техническое/санитарное состояние;Сломаны стоп-сигналы. Они горят всегда и не выключаются никогда.
275;Неудовлетворительное техническое/санитарное состояние;В кабине грязь!!! Воняет табаком
276;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса очень душно. Врнмя 20:20. Кондиционер дует тёплый воздух. К водителю претензий нет, так он включил кондиционер. Претензий к руководству который выпустил на линию автобус неисправный. На бегущей строке показывает +27. Разберитесь пожалуйста.
277;Неудовлетворительное техническое/санитарное состояние;Кондиционер неисправен, жара в салоне
278;Неудовлетворительное техническое/санитарное состояние;Информационное табло не показывает температуру в салоне и на улице, прошу починить.
279;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
280;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру в салоне и на улице, прошу починить.
281;Неудовлетворительное техническое/санитарное состояние;Жарко! Тяжело длительно ехать в автобусе в маске и перчатках, как того требует указ мэра Москвы
282;Неудовлетворительное техническое/санитарное состояние;Невыполнение гос. контракта в части касающейся температурного режима
283;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
284;Неудовлетворительное техническое/санитарное состояние;За 57 рублей человек вынужден рисковать своим здоровьем. Не работает на кондиционер!!!!
285;Неудовлетворительное техническое/санитарное состояние;Температура на улице +27 градусов, температура в салоне автобуса явно выше (табло вообще не отображает температуру). Кондиционер не работает
286;Неудовлетворительное техническое/санитарное состояние;Неисправно заднее электронное табло, вместо него горят непонятные символы. Прошу восстановить работоспособность заднего электронного табло и продемонстрировать его работоспособность путем выставления маршрута 661 на табло. По факту выполнения работ прошу предоставить фотоотчёт. Спасибо.
287;Неудовлетворительное техническое/санитарное состояние;На табло в автобусе +35, но водитель даже и не думает включать кондиционер (отсутствует движение воздуха возле отверстий вентиляции салона), пассажиры вынуждены страдать в раскалённой железной коробке!
288;Неудовлетворительное техническое/санитарное состояние;Вандальная надпись в задней части салона + к правому нижнему элементу крепления разрисованной панели прилеплена жвачка.
289;Неудовлетворительное техническое/санитарное состояние;На верхней части панели красуется вандальная надпись, а на нижней остатки загрязнённой защитной плёнки, которую в своё время поленились снимать в парке. Очистите либо замените панель. К прочим панелям в этом автобусе это тоже относится!
290;Неудовлетворительное техническое/санитарное состояние;Вода внутри четвёртого стеклопакета с правой стороны перед третьей дверью, неисправна система климат-контроля, правый задний выносной габариты неисправен и моргает. Необходимо исправить.
291;Неудовлетворительное техническое/санитарное состояние;Сломана кнопка подачи звонка водителю у второй двери.
292;Неудовлетворительное техническое/санитарное состояние;"Вода внутри стеклопакетов: первой форточки с левой стороны, второй форточки с правой стороны, третьего стеклопакета с левой стороны и четвёртого стеклопакета с правой стороны. Над второй дверью не работает лампа и сигналы ""стоп"" над дверьми. Необходимо исправить."
293;Неудовлетворительное техническое/санитарное состояние;На табло температура +29, но водитель даже и не думает включать кондиционер (отсутствует движение воздуха возле отверстий подачи воздуха в салон). Пассажиры вынуждены обливаться потом!
294;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает. Температура в салоне +34
295;Неудовлетворительное техническое/санитарное состояние;Вода внутри стеклопакетов: первой форточки с левой стороны, первой форточки с правой стороны, первого стеклопакета с правой стороны и третьего стеклопакета с правой стороны. Спереди на крышке отсутствует наклейка Московский транспорт. Необходимо исправить.
296;Неудовлетворительное техническое/санитарное состояние;не работает кондиционер
297;Неудовлетворительное техническое/санитарное состояние;Прошу вас заменить стеклопакет с нарушенной герметичностью на новый.
298;Неудовлетворительное техническое/санитарное состояние;В автобусе не работал кондиционер. Прошу вас привести его в работоспособное состояние.
299;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса 225 маршрут автобуса 250. Не путайте пассажиров.
300;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса не работает второй монитор (телевизор).
301;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер при его наличии. Информационное табло не показывает температуру на улице. Прошу починить.
302;Неудовлетворительное техническое/санитарное состояние;05/08/2020 В 07-00 водитель троллейбуса 8994 маршрута М4 следовал с половиной выключенного освещения в салоне. Фото приложено. Прошу финансово наказать виновного.
303;Неудовлетворительное техническое/санитарное состояние;Не работает система ЭМУ, исправьте!
304;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, он шумит но не охлаждает салон, в салоне выше +33°С, очень душно, с решёток посреди салона на головы пассажиров что-то течёт, вероятно хладогент. Необходимо отремонтировать кондиционер и устранить причину воды с кондиционера, которая капает на пассажиров.
305;Неудовлетворительное техническое/санитарное состояние;Жарко в салоне, не работает кондиционер
306;Неудовлетворительное техническое/санитарное состояние;Неисправна система кондиционирования воздуха в салоне автобуса температура +35 градусов, очень некомфортно находиться, душно, а так же неисправен правый задний габаритный огонь и задние стоп сигналы. Прошу восстановить работоспособность системы кондиционирования воздуха, а так же задних фонарей правый габарит и стоп сигналы. Спасибо.
307;Неудовлетворительное техническое/санитарное состояние;В автобусе с гар. N 030953, работающим на участке отменённого трамвая 13-го маршрута, не функционирует кондиционер: в результате в пассажирском салоне очень жарко и душно.
308;Неудовлетворительное техническое/санитарное состояние;Нарушен температурный режим в салоне автобуса
309;Неудовлетворительное техническое/санитарное состояние;Автобус 413. 9585632. Рейс от ст.мцд «Перерва» в сторону Люблино. 23:00-23:30. Грязные Сидения, грязные поручни, салон автобуса в целом очень грязный. На маршруте почти все автобусы в таком состоянии.
310;Неудовлетворительное техническое/санитарное состояние;Не работают датчики температуры на улице и в салоне, нет номера в салоне, отсутствует два аварийных молотка. Необходимо исправить.
311;Неудовлетворительное техническое/санитарное состояние;Жарко в салоне, не работает кондиционер
312;Неудовлетворительное техническое/санитарное состояние;В электробусе с гар. N 430330 неисправна система вентиляции пассажирского салона: на пассажиров из кондиционера еле-еле дует поток воздуха, к тому же он ещё и горячий. В результате, в пассажирском салоне этого электробуса очень жарко и душно.
313;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, открыты люки. Температура в салоне +30 при температуре на улице +25.
314;Неудовлетворительное техническое/санитарное состояние;Жарко, не работает кондиционер
315;Неудовлетворительное техническое/санитарное состояние;+30
316;Неудовлетворительное техническое/санитарное состояние;В час пик в пробках при температуре 35градусов Бедные люди. Я вышла на следующей остановке. Не выдержала 
317;Неудовлетворительное техническое/санитарное состояние;Вода внутри третьего стеклопакета с левой стороны. Необходимо исправить.
318;Неудовлетворительное техническое/санитарное состояние;Неисправна система кондиционирования воздуха в салоне автобуса температура +30 градусов, люки не открываются, форточки просто открыты, в салоне очень душно и невозможно находиться. Прошу восстановить работоспособность системы кондиционирования воздуха в салоне автобуса. Спасибо.
319;Неудовлетворительное техническое/санитарное состояние;Жарко в салоне, не работает кондиционер
320;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
321;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, а также водитель резко разгогяется и резко тормозит, совершает резкие маневры, открывает двери до полной остановки автобуса, почти сразу закрывает их, люди не успевают выйти
322;Неудовлетворительное техническое/санитарное состояние;Нарушен температурный режим
323;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер.
324;Неудовлетворительное техническое/санитарное состояние;Разбито стекло возле первой двери
325;Неудовлетворительное техническое/санитарное состояние;Неисправен кондиционер. Он слишком сильно охлаждает салон. Бегущая строка показывает 15 градусов, а в реальности ещё холоднее. Дополнительно сообщаю, что когда на улице 20 градусов вообще не надо охлаждать воздух в салоне, также при эпидемии коронавируса запрещено включать кондиционер во избежание передачи инфекции.
326;Неудовлетворительное техническое/санитарное состояние;Система кондиционирования салона автобуса не работает. В салоне автобуса +30 Просьба устранить неисправность в самое ближайшее время.
327;Неудовлетворительное техническое/санитарное состояние;Сегодня утром, в автобусе №959 не работал валидатор у средней двери.
328;Неудовлетворительное техническое/санитарное состояние;По данным табло автобуса, температура на улице 28 градусов, в салоне 34. В задней части автобуса шёл жар от двигателя, людям становилось дурно
329;Неудовлетворительное техническое/санитарное состояние;Не работают электронные табло со всех сторон
330;Неудовлетворительное техническое/санитарное состояние;Повторно. Проблема не устранена . Информационное табло не показывает температуру в салоне и на улице. Показывает неизвестную температуру. Прошу устранить замечание.
331;Неудовлетворительное техническое/санитарное состояние;Отсутствует переднее электронное табло. Прошу его вернуть на место, а так же продемонстрировать его работоспособность путем выставления маршрута 661 на табло. По факту выполнения работ прошу предоставить фотоотчёт. Спасибо.
332;Неудовлетворительное техническое/санитарное состояние;Жарко в салоне, не работает кондиционер.
333;Неудовлетворительное техническое/санитарное состояние;Вторая дверь не открывается. Сломана. Фактически только третья исправна.
334;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса не работает кондиционер! Все форточки и люки открыты. Внутри транспорта очень душно. Просьба решить данную проблему!
335;Неудовлетворительное техническое/санитарное состояние;В автобусе не работает кондиционер прри его на наличии. Более того, на полную мощность работает система отопления, когда на улице +26 градусов! Какое-то издевательство
336;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса +34 градуса. Кондиционер не работает. Правительство Москвы рекомендует надевать СИЗ, но при этом не обеспечивает комфортный проезд в общественном транспорте. Просьба устранить неисправность неработающих кондиционеров.
337;Неудовлетворительное техническое/санитарное состояние;На табло не полностью отображаются пункты назначения
338;Неудовлетворительное техническое/санитарное состояние;При старте очень сильно начинает пахнуть топливом 
339;Неудовлетворительное техническое/санитарное состояние;В салоне автобуса +32. Правительство Москвы рекомендует надевать СИЗ, но при неработающем кондиционере свободно дышать через СИЗ просто невозможно. Примите меры и устраните неисправность кондиционеров на всех маршрутах города.
340;Неудовлетворительное техническое/санитарное состояние;Работает только левая часть освещения
341;Неудовлетворительное техническое/санитарное состояние;Неисправен кондиционер. Из него идет холод, бегущая строка показывает 16 градусов, а в реальности ещё холоднее. Дополнительно сообщаю, что при температуре на улице 20 градусов вообще не нужен кондиционер, к тому же при эпидемии коронавируса использование кондиционеров запрещено во избежание передачи инфекции через него.
342;Неудовлетворительное техническое/санитарное состояние;Кондиционер сломан. Он сильно охлаждает. На бегущей строке 16 градусов, а в реальности ещё холоднеее. Дополнительно сообщаю, что при эпидемии коронавируса использовать кондиционеры запрещено во избежание передачи инфекции.
343;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает Передняя форточка не открывается На табло указаны неверные остановки: должны быть МЦД Перерва и Ставропольский пр., а не Платформа Перерва и ТЦ Москва. В салоне схема 125 маршрута, а не 413
344;Неудовлетворительное техническое/санитарное состояние;У автобуса наблюдаются проблемы с прерыванием объявлений
345;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер
346;Неудовлетворительное техническое/санитарное состояние;Аналогично другим машинам ФЮ у автобуса обрываются объявления Конечная 762-Батайский, 3
347;Неудовлетворительное техническое/санитарное состояние;Разгерметизирован стеклопакет у задней двери - внутри вода и белый налет! Необходима замена!
348;Неудовлетворительное техническое/санитарное состояние;Повреждён пол и поручень около 2 двери. Сзади не горят оба фонаря подсветки госномера. Необходимо исправить.
349;Неудовлетворительное техническое/санитарное состояние;В салоне душно. Температура на бегущей строке показывает +28
350;Неудовлетворительное техническое/санитарное состояние;Автобус 225 маршрут, а схема движения в салоне 250.
351;Неудовлетворительное техническое/санитарное состояние;Грязные запотевшие окна. Не работает кондиционер.
352;Неудовлетворительное техническое/санитарное состояние;Жара в салоне, открыты окна, кондиционер не работает. На табло нет информации о температуре в салоне и на улице.
353;Неудовлетворительное техническое/санитарное состояние;Нарушен температурный режим
354;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, температура в салоне +29 +30 градусов. На данное ТС уже подавалась ранее аналогичная заявка. Увы, ООО Трансавтолиз не выполняет свои обязанности по ремонту ТС.
355;Неудовлетворительное техническое/санитарное состояние;Не работал кондиционер Народу много.дышать нечем. Все мокрые.
356;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер, в салоне +34°. Вода в первом стеклопакете и последнем по правому борту. Отсутствуют колпаки на задних колесах установленные заводом изготовителем. Стерлись наклейки на правом борту. Прошу исправить замечания и предоставить фототчёт.
357;Неудовлетворительное техническое/санитарное состояние;У автобуса сильный чёрный дым из выхлопной трубы.
358;Неудовлетворительное техническое/санитарное состояние;В автобусе не работает кондиционер.
359;Неудовлетворительное техническое/санитарное состояние;Вода третьем, шестом и седьмом стеклопакетах по левому борту и в третьем стеклопакете по правому борту. Сломана ручка форточки над третьим стеклопакетом по правому борту. Необходимо исправить замечания и предоставить фотоотчет о замене всех перечисленных стеклопакетов и ручки форточки.
360;Неудовлетворительное техническое/санитарное состояние;Отсутствует молоток, треснута стойка окна, сзади одна рейка на полу повреждена, а вторая отсутствует. Кондиционер не работает, в салоне выше +35, температура на улице и в салоне на бегущей строке не пишется. Необходимо исправить.
361;Неудовлетворительное техническое/санитарное состояние;Здравствуйте! В автобусе не работает кондиционер. Температура в салоне 29 градусов.
362;Неудовлетворительное техническое/санитарное состояние;Грязная перегородка кабины водителя, отсутствует замок тех.люка на перегородке кабины водителя, оторваны рейки держащие потолочные панели, вместо 1 молотка установлена металлическая палочка, а 3 молоток отсутствует вовсе, а наклейка над ним повреждена. Необходимо исправить.
363;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер.
364;Неудовлетворительное техническое/санитарное состояние;Вода внутри первого и четвёртого стеклопакетов с правой стороны. Необходимо исправить.
365;Неудовлетворительное техническое/санитарное состояние;Отсутствует ручка технологического люка слева. Необходимо исправить.
366;Неудовлетворительное техническое/санитарное состояние;Отсутствует придверный стеклянный экран у первой двери. Необходимо исправить.
367;Неудовлетворительное техническое/санитарное состояние;В салоне +33°С не работает кондиционер. В салоне присутствует запах ГСМ.
368;Неудовлетворительное техническое/санитарное состояние;В салоне не работает кондиционер
369;Неудовлетворительное техническое/санитарное состояние;Кондиционер не работает
370;Неудовлетворительное техническое/санитарное состояние;Жарко в салоне, по табло +27
371;Неудовлетворительное техническое/санитарное состояние;В автобусе не работает кондиционер. Люки и форточки открыты.
372;Неудовлетворительное техническое/санитарное состояние;Автобус, бортовой номер 041132, оснащен кондиционером, но кондиционер не работает. Следует отметить, что о неработающем кондиционере в этом автобусе сообщалось на портал и 12 Июня 2020 (сообщение №23045840) и 20 Июня 2019 (сообщение №25973080), но проблема с кондиционером в этом автобусе не решается 
373;Неудовлетворительное техническое/санитарное состояние;Автобус, бортовой номер 041157, оснащен кондиционером, но кондиционер не работает. Следует отметить, что о неработающем кондиционере в этом автобусе сообщалось на портал и 13 Июня 2020 (сообщение №25893300) и годом ранее - 19 Июня 2019 (сообщение №25893300), но проблема с кондиционером в этом автобусе не решается
374;Неудовлетворительное техническое/санитарное состояние;Не работает кондиционер. В салоне душно и жарко
