;Локальная тема;Описание
717;Ненадлежащий уход за зелеными насаждениями во дворе;"Не приняты меры по восстановлению утраченного (уничтоженного) из-за нарушений содержания травяного покрова газона (адм. нарушение КоАП 8.10 п. 3). Грунт уплотнен и истощен. Примеры на фото. Восстановите устойчивый энтомофильный ""многовидовый разнотравный газон из местных растений"" - ППМ 743-ПП п.3.8.27. "
718;Отсутствие песка в песочнице во дворе;Добрый день. В воскресенье 16 августа в нашем доме проводились ремонтные работы.Рабочие взяли для своих нужд песок из детской песочницы, мотивировав тем , что он им необходим а в воскресенье им взять его негде.Их начальница ответила моему мужу, что в понедельник привезут новый песок для песочницы.До сих пор песка в песочнице нет.решите пжл проблему
719;Неубранная контейнерная площадка/переполнение контейнеров;
720;Некачественное содержание спортивной площадки;Футбольная площадка не имеет сетки на воротах, частичное разрушение забора по всему периметру площадки. Ворота частично не закреплены. Несёт угрозу для детей играющей на этой площадке и рядом площадки, тк мяч вылетает где играют маленькие дети. Разорванная сетка забора наносит травмы играющим детям.
721;Ненадлежащий уход за зелеными насаждениями во дворе;Просил же что нужно как-то обозначить или временно оградить. Газон снова затоптали в некоторых местах...явно не прорастет если так продолжать. Сделайте, пожалуйста, нормальный красивый газон. Земля притоптанная, сухая и мертвая 
722;Реклама на дорожном покрытии во дворе;Трафаретная реклама 
723;Неисправность элементов освещения во дворе;На фото 20.08.2020 20:44 освещение придворовой территории отсутсвует. Освещение отсутсвует на проезжей части, около подъездов и детских площадках. Данная особенность присутствует только на 2-ом квартале Капотни. При этом необходимое оборудование для освещение есть, т.к. в 21:30 освещение включают. Это способствует преступности и дтп. Примите меры.
724;Наличие опасно выступающих элементов во дворе;Дети бьются об эти железки!!! Когда уберут???
725;Неубранная контейнерная площадка/переполнение контейнеров;
726;Ненадлежащий уход за зелеными насаждениями во дворе;Во дворе 8 дома имеется аварийный тополь с гнилью в основании.
727;Некачественное содержание детской площадки;Ранее писал о грязной крыше на детской горке, помыли только её, все остальные конструкции остаются грязными.
728;Неисправность элементов освещения во дворе;Не работает фонарь около дома
729;Неубранная дворовая территория;почти месяц лежит строительный мусор
730;Работы не выполнены или выполнены частично;Яма на тротуаре уже вторую неделю 
731;Некачественное содержание малых архитектурных форм;Привести вазон к надлежащему виду, 
732;Неубранная дворовая территория;Многодневные залежи мусора, огромное количество пустой алкотары с торца подьезда #4 д.12 к.5 по ул. Жигулёвской. Требую незамедлительно убрать антисанитарию! См. Фотофиксацию. О.
733;Ненадлежащий уход за зелеными насаждениями во дворе;Напротив третьего подъезда дома Лазо 10 , над парковочными местами свисают ветки деревьев. Тем самым царапая крыши машин
734;Некачественное содержание площадки для выгула собак;Из этой площадки постоянно выбегают даже большие собаки, из-за старой сетки, которая постоянно ломается. Прошу вас привести площадку в пригодное для выгула собак место. 
735;Ненадлежащий уход за зелеными насаждениями во дворе;Прошу принять меры и замерить угол наклона данного дерева. В случае необходимости удалить данное дерево
736;Неубранная дворовая территория;Подъезд 5.
737;Ненадлежащий уход за зелеными насаждениями во дворе;Необходимо убрать пень
738;Ненадлежащий уход за зелеными насаждениями во дворе;По адресу Нарвская улица дом 1А кор 4 есть деревья, которые засохли и наклонились, так как опоры оторваны.
739;Некачественное содержание малых архитектурных форм;
740;Брошенный разукомплектованный автомобиль во дворе;Академика Анохина д. 5 кор. 4 , за домом уже 5-6 лет стоит брошенный аварийный автомобиль. Установить хозяина не возможно. В данным момент во дворе ведутся ремонтные работы по замене бордюров и асфальтового покрытия. Данный автомобиль мешает и проведению работ . Неделю рабочие не могут снять бордюры. Просьба срочно убрать этот автомобиль из двора.
741;Ненадлежащий уход за зелеными насаждениями во дворе;
742;Неубранная дворовая территория;Мусор и бычки на газонах вокруг дома. 
743;Ненадлежащий уход за зелеными насаждениями во дворе;Необходимо восстановить травяной покров
744;Размещение мусорных контейнеров с нарушением норм;Стоит брошенный мусорный контейнер уже дней 10. Мешает парковать автомобили. Чей он, не понятно.
745;Ненадлежащий уход за зелеными насаждениями во дворе;Приствольные пространства засыпаны бетонной пылью от резки бордюрного камня. Корни деревьев не засыпаны землей. 
746;Ненадлежащий уход за зелеными насаждениями во дворе;
747;Некачественное содержание детской площадки;Двор между домами 9 и 7. Сломана песочница, которая ближе к дороге.
748;Повреждение ограждений газонов;ржавые ограждения газона. 
749;Ненадлежащий уход за зелеными насаждениями во дворе;Необходимо восстановить травяной покров
750;Ненадлежащий уход за зелеными насаждениями во дворе;Нет живых цветов в вазоне, шб. 
751;Повреждение бордюров во дворе;Управляющая компания халатно относится к состоянию дворовой территории! Бордюры не красятся уже 5 лет, везде трещины, сколы. Краска отслаивается, все выглядит некрасиво.
752;Ненадлежащий уход за зелеными насаждениями во дворе;
753;Неубранная дворовая территория;Песок, камни, гравий, куски бетона и другой застарелый строительный и бытовой мусор на территории зеленых насаждений (нарушение регламента санитарного содержания и уборки). Уборка не производится. Контроля нет. На фото - примеры
754;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
755;Неубранная дворовая территория;Здравствуйте, уже неделю прохожу мимо дома, а в кустах такая помойка, неужели нет уборщиков? Их полно ходит просто так без работы это напротив дома Большая Черемушкинская 8к1, со стороны дороги    
756;Некачественное содержание детской площадки;Здравствуйте. Просьба смазать качель, старая смазка высохла и они начинают скрипеть
757;Некачественное содержание детской площадки;
758;Неисправность элементов освещения во дворе;Не горит один фонарь над парковкой на углу дома 1 по Полярной улице. К тому же он повернут в другую сторону. Проведите ремонт.
759;Некачественное содержание детской площадки;Прошу смазать карусель или выявить другую причину, по какой она почти перестала раскручиваться 
760;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Яма со стороны проспекта, ш б. 
761;Некачественное содержание детской площадки;Не зафиксировано сидение, дети падают 
762;Ненадлежащий уход за зелеными насаждениями во дворе;
763;Некачественное содержание спортивной площадки;Нет сеток
764;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Проблема не устранена полностью.
765;Неубранная дворовая территория;
766;Неисправность элементов освещения во дворе;Лампа на фонарном столбе то зажигается, то гаснет.
767;Неубранная дворовая территория;
768;Повреждение бордюров во дворе;Выбит бордюр вдоль проезжей части.
769;Неисправность элементов освещения во дворе;Ярославское шоссе дом 144 напротив 3-го подъезда находиться аварийный фонарь освещения.просьба утилизировать данный опасный объект, поставить новый фонарный столб в метре от места старого. Дерево, прилегающее к аварийному фонарю, необходимо оставить без вмешательст. Данное дерево не требует санитарной обрезки.                   
770;Ненадлежащий уход за зелеными насаждениями во дворе;
771;Несвоевременное восстановление благоустройства территории после разрытий;Стоит песок с весны, а яма, которая лужа огромная за домом не закопана
772;Неубранная дворовая территория;Убрать территорию , шб. 
773;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);ямы на дороге
774;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Дорожка к детской площадке. Бугры и провалы.
775;Ненадлежащий уход за зелеными насаждениями во дворе;Сзади дома, отсутствует трава. 
776;Ненадлежащий уход за зелеными насаждениями во дворе;Трава отсутствует. 
777;Некачественное содержание малых архитектурных форм;
778;Неубранная дворовая территория;мусор не убирают!Авиамоторная улица д.47
779;Ненадлежащий уход за зелеными насаждениями во дворе;
780;Работы выполнены с ненадлежащим качеством;Со стороны улицы Каховка в результате ремонта дорожного покрытия убрали спуск для лиц с ограниченными возможностями и лиц с детскими колясками. При этом молодили высокий бордюр. Спуск вёл к пандусу для детских и инвалидных колясок. Пандус вёл к медицинскому учреждению и образовательному центру.
781;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Здравствуйте! Выбоины.
782;Ненадлежащий уход за зелеными насаждениями во дворе;
783;Самовольная (незаконная) установка объектов во дворе;
784;Отсутствие урн в положенных местах;"С внешней стороны дома 46к1, напротив вывески ""Студия красоты"", под фонарными столбами стояла урна. Сейчас её убрали. Прошу вернуть урну на прежнее место."
785;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствие травяного покрова газона за аркой 802 корпуса со стороны 803
786;Брошенный разукомплектованный автомобиль во дворе;Между домами 24 и 26 по ул.Кржижановского стоит брошенный автомобиль
787;Ненадлежащий уход за зелеными насаждениями во дворе;Отсутствие покоса газона!Энергетическая улица д.12 к.2
788;Неубранная дворовая территория;За домом очень много мусора на газоне.
789;Некачественное содержание детской площадки;Подлатайте, пожалуйста, покрытие на детской площадке, спасибо:) =
790;Ненадлежащий уход за зелеными насаждениями во дворе;После ливней и ураганов деревья опасно наклонены над тротуаром и проезжей частью.
791;Ненадлежащий уход за зелеными насаждениями во дворе;
792;Ненадлежащий уход за зелеными насаждениями во дворе;У подъезда 3 заезженный газон 
793;Неубранная дворовая территория;Уже больше недели валяются бутылки и на асфальте, на траве. Кругом мусор. битые стекла. 
794;Неубранная контейнерная площадка/переполнение контейнеров;10-00 21 августа. Площадка для сбора мусора превратилась в туалет. Антисанитария. Всему виной ожидающие клиники, посетители парка и таксисты. Запах на передать. Без тени смущения эта категория граждан в любое время суток превращает это место в туалет. Прошу решить эту проблему. Предыдущий ответ не решает проблему.
795;Некачественное содержание детской площадки;Детская площадка в аварийном состоянии, основы все трухлявые, их ежегодно закрашивают краской, вместо того, чтоб заменить. Дети травмируются на ней регулярно, проваливаются между ступенями, падают вместе с качелями, так как цепочка вся истончилась и ломается. Кругом укладывают новую плитку, неужели так сложно заменить детям площадку?
796;Ненадлежащий уход за зелеными насаждениями во дворе;
797;Некачественное содержание детской площадки;
798;Неисправность элементов освещения во дворе;Прошу устранить неисправность фонарного освещения в районе подъезда #1
799;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Между подъездами 3 и 4 на внутридворовом проезде ямы 
800;Некачественное содержание малых архитектурных форм;Урны заржавели.
801;Некачественное содержание детской площадки;Горка на углу дома Вересковая 1к1 ( со стороны 1го подъезда) в аварийном состоянии, торчат гвозди. Прошу срочно устранить. Это опасно для детей!
802;Ненадлежащий уход за зелеными насаждениями во дворе;Газон, который стоил кучу денег городу и жителям весь пересох!!! Ужас. Буду писать Собянину!
803;Повреждение бордюров во дворе;На парковке во дворе домов 9 и 11 по ул.2-я Прогонная отсутствуют бордюрный камень. Просьба уложить бордюрный камень.
804;Повреждение бордюров во дворе;Выбит бордюр вдоль проезжей части.
805;Ненадлежащий уход за зелеными насаждениями во дворе;
806;Ненадлежащий уход за зелеными насаждениями во дворе;Ну раз пандус справа у вас по нормам, будьте добры высадить газон. 
807;Ненадлежащий уход за зелеными насаждениями во дворе;После варварских покосов разнотравья ГБУ Жилищник не потрудился убрать во время скошенную траву. На мой вопрос адресованный начальнику почему не убираете скошенную траву был дан ответ, убирать не будем. Жилищник Гольяново саботирует Постановление №743 правила по уходу за зелеными насаждениями, прошу убрать скошенную траву.
808;Некачественное содержание детской площадки;Добрый день !Во дворе огромная территория для детской площадки но сама детская площадка очень плохая , не ровная вся в дырках , горки кривые после дождя в них стоит вода , качели вообще опасные ребёнок ими может разбить себе голову . Ужасные металические ступеньки на горке , это все опасно для детей .К тому же площадка вообще не функциональная .
809;Некачественное содержание малых архитектурных форм;
810;Брошенный разукомплектованный автомобиль во дворе;Стоит очень долго никто на ней не ездиет занимает место машинам не куда вставать
811;Размещение мусорных контейнеров с нарушением норм;19 августа 2020 года большой контейнер установили в неположенном месте на парковке под окнами. Вначале сбрасывали мешки с цементом, который распылялся огромным облаком на весь дом. А теперь в контейнер бросают мусор с бытовыми отходами все кому не лень.
812;Повреждение бордюров во дворе;Бордюр за домом идёт не до конца, вместо его части лежат половины труб. 
813;Некачественное содержание детской площадки;На территории детской площадки оплётка у качелей порвана,сами качели перекошены,детская горка помята. Просьба принять меры. Так же обшарпана беседка,скамейки не крашены. 
814;Размещение мусорных контейнеров с нарушением норм;
815;Неубранная контейнерная площадка/переполнение контейнеров;
816;Неубранная дворовая территория;Территория вокруг детской площадки не убирается вот уже 3 недели. Начальник участка по благоустройству не в состоянии организовать и наладить своевременную работу по уборке территории? Почему дети на детской площадке должны играть в грязи?
817;Некачественное содержание детской площадки;Площадка по этому адресу находится в запущенном состоянии: краска облупилась, покрытие во многих местах повреждено. Прошу устранить данные замечания.
818;Ненадлежащий уход за зелеными насаждениями во дворе;
819;Несвоевременное восстановление благоустройства территории после разрытий;После раскопок всё заасфальтировали,кроме участка возле дома,чтоб удобнее было подходить к подъезду.
820;Некачественное содержание спортивной площадки;Песчаное покрытие заросло травой.
821;Неубранная дворовая территория;в результате проведения ремонтных работ происходит уничтожение части газона, так как на него сваливаются отходы ремонтных работ
822;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Ямы и трещины на проезжей части.
823;Неисправность элементов освещения во дворе;Фонарь во дворе мигает, когда включается. На фото это зафиксировать нельзя. Видео приложить нельзя. На фонаре не нашла номера или опознавательного знака.
824;Ненадлежащий уход за зелеными насаждениями во дворе;Вытоптан и заезжен газон перед домом 32 по Ленинградскому шоссе — восстановите, пожалуйста. И, видимо, потребуется зашита от повторного заезда и вытаптывания. 
825;Неисправность элементов освещения во дворе;Фонарь не функционирует, около 2 подъезда. Прошу исправить.
826;Неубранная дворовая территория;Требую очисть дворовую территорию от трупа голубя за д.78 по Волгоградке! Напоминаю, что утилизация био.отходов осуществляется с исполнением спец.сан.требований. См. Фотофиксацию. О.
827;Повреждение бордюров во дворе;
828;Наличие опасно выступающих элементов во дворе;У подъезда 1 торчит кабель
829;Ненадлежащий уход за зелеными насаждениями во дворе;
830;Неубранная дворовая территория;Куски грабель, бытовой мусор больше недели валяется на территории зеленых насаждений (нарушение регламента санитарного содержания и уборки). Уже не раз сообщали о плохой работе бригадира дворников и мастеров участка. Уборка не производится. Контроля нет. На фото - примеры
831;Ненадлежащий уход за зелеными насаждениями во дворе;
832;Ненадлежащий уход за зелеными насаждениями во дворе;
833;Ненадлежащий уход за зелеными насаждениями во дворе;У подъезда 1 частичное отсутствие травяного покрытия 
834;Наличие опасно выступающих элементов во дворе;Можно получить серьезную травму на тротуаре!Устраните нарушение!шоссе Энтузиастов д.26
835;Ненадлежащий уход за зелеными насаждениями во дворе;как было так и осталось. Накрыли тканью на пару дней и убрали. Ничего не изменилось. Врут
836;Реклама на дорожном покрытии во дворе;Реклама !2-я улица Синичкина д.1/2
837;Неисправность элементов освещения во дворе;во дворе нет освещения 
838;Размещение мусорных контейнеров с нарушением норм;В нарушение норм СанПиН 42-128-4690-88, на расстоянии менее 20 м от окон многоквартирного жилого дома 15 Б был установлен открытый контейнер для сбора мусора. Расположение контейнера не было согласовано с жителями данного дома. Просьба убрать данный контейнер и весь мусор вокруг него.
839;Ненадлежащий уход за зелеными насаждениями во дворе;Заделайте две ямы на газоне.
840;Брошенный разукомплектованный автомобиль во дворе;На парковочном месте месте между домами 19 и 21 по Боровскому шоссе, уже длительное время стоит автомобиль без признаков движения. Колеса спущены, нет крышки бензобака.
841;Неисправность элементов освещения во дворе;С торца дома, ближе к первому подъезду к работает освещение.
842;Просадка люка/незакрытый люк во дворе;Здравствуйте. 25 Июня 2020 г, я отправил сообщение №26025126 о стучащем люке перед подъездом №5. 15 июля люк заменили, все вроде исправилось, я это подтвердил. Но вот прошел месяц, и через какое-то время, этот новый люк стал также щелкать и издавать такие же звуки, как и старый. Убедительно прошу, наконец, решить эту проблему!
843;Размещение мусорных контейнеров с нарушением норм;
844;Некачественное содержание детской площадки;Сзади дома на площадке треснула горка. 
845;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Разрушены бровки, плиточное покрытие дорожки деформировано и разрушено в нескольких местах на дорожке от детской площадки к торцу дома 102к1 по Волоколамскому шоссе. Прошу восстановить целостность покрытия дорожки.
846;Наличие опасно выступающих элементов во дворе;Опасно выступающие бетонные блоки на газоне.
847;Неисправность элементов освещения во дворе;Не работает освещение (высокий фонарный столб) за домом 9к2
848;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
849;Неубранная дворовая территория;Плохо убирают
850;Некачественное содержание детской площадки;На на детской площадке на маленьком кораблике не закреплена ступенька (шатается). Прошу закрепить.
851;Неисправность элементов освещения во дворе;Не горит фонарь освещения напротив 7 подъезда
852;Брошенный разукомплектованный автомобиль во дворе;Салон автомобиля захламлён, колёса спущены , авто находится возле подъезда N4
853;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
854;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);«Заплатка» между вторым и третьим подъездом пришла в негодность. 
855;Отсутствие урн в положенных местах;У дома 5 ул. Уссурийская у подъезда отсутствуют урны. Следует отметить, что ответственность за состояние территорий в районе Гольяново с 2013 г. лежит на организации ГБУ «Жилищник района Гольяново», а контроль за деятельностью этой организации должна осуществлять управа района Гольяново
856;Размещение мусорных контейнеров с нарушением норм;Нарушение!Энергетическая улица д.3
857;Неубранная дворовая территория;
858;Некачественное содержание детской площадки;
859;Ненадлежащий уход за зелеными насаждениями во дворе;
860;Неубранная дворовая территория;Здравствуйте! По адресу: Петрозаводская улица д 15 к 5 совершенно не убранная дворовая территория! Горы окурков, трава, проросшая через швы плитки. У нас вообще дворники убираются или нет? Устраните это!
861;Неисправность элементов освещения во дворе;Перегорела лампочка на фонарном столбе, который находится возле детской площадки рядом с 5 подъездом дома, расположенного по адресу Ул. Ирины Левченко д.1 Прошу произвести замену лампочки.
862;Неубранная дворовая территория;Регулярно не убирается придомовая территория! А также то, что относится к городской территории. Почему Управа не может это включить в список убираемых территорий?! Почему не убираются регулярно?! Почему не штрафуют Управляющую Компанию?
863;Неубранная дворовая территория;На газонах мусор , не убранный покос.
864;Ненадлежащий уход за зелеными насаждениями во дворе;Газон не восстановлен!
865;Несвоевременное восстановление благоустройства территории после разрытий;Около 5 дней назад вскопали землю вдоль тротуара по ул М Голованова, д 13. Какое кол-во времени ждать, когда газон приведут в надлежащее состояние? Асфальт папу лет назад ждали все лето. История повторяется? 
866;Некачественное содержание детской площадки;
867;Неубранная контейнерная площадка/переполнение контейнеров;
868;Отсутствие урн в положенных местах;Здравствуйте. Уже три года в соц сетях писал, что нет урны около хоккейной коробки. Некому нет дела, а детям как быть, выбрасывать фантики где попало, ничего не остаётся. Как то так. Спасибо.
869;Просадка люка/незакрытый люк во дворе;Открытый колодец.
870;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);
871;Размещение мусорных контейнеров с нарушением норм;Повторно. Несмотря на наше обращение и на то, что с сотрудниками была проведена беседа, мусор из контейнеров в мусоровоз всё равно загружается не в специально предназначенном для этого месте, а у каждого из подъездов. После этого у подъездов остаётся грязь и вонь.
872;Неубранная дворовая территория;Плохо убирают территорию
873;Неубранная дворовая территория;Прошу убрать территорию рядом с почтовым отделением 111123, находящуюся в д. 3 по 2 владимирской. Данная территория располагается непосредственно вокруг дома, поэтому выбрана эта тема. Раскиданы осколки стекла , перья ( неделю лежат)
874;Ненадлежащий уход за зелеными насаждениями во дворе;
875;Ненадлежащий уход за зелеными насаждениями во дворе;
876;Повреждение бордюров во дворе;Тротуар сзади дома Строителей 5 к5, возле строения трансформаторной. Разрушенный бордюр. 
877;Ненадлежащий уход за зелеными насаждениями во дворе;Во дворе нашего дома со стороны детской площадки, отсутствуют качественные газоны, трава отсутствует на полдома. Растения скашивают полностью триммерами дворники. Те растения, которые мы высаживаем нещадно выкашиваются полностью дворниками, не оставляя 5 см травы и растений над землёй. Газон был уничтожен в 2016 при благоустройстве, завезли торф.
878;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Прошу выровнять тротуарную дорожку
879;Неубранная дворовая территория;
880;Неубранная дворовая территория;
881;Некачественное содержание спортивной площадки;На спортивной площадке у дома 7 корп. 1 ул. Сахалинская отсутствует сетка на футбольных воротах, повреждено обрамление борта хоккейной коробки, заездные ворота на площадку незакрыты. Следует отметить, что ответственность за состояние спортивных площадок в районе Гольяново с 2015 г. лежит на организации ГБУ «Жилищник района Гольяново».
882;Неубранная дворовая территория;
883;Ненадлежащий уход за зелеными насаждениями во дворе;Приведите газон в надлежащее состояние.
884;Неубранная дворовая территория;Поляну между домами 8 и 8к2 не убирают уже давно
885;Просадка люка/незакрытый люк во дворе;
886;Неубранная дворовая территория;ПРОБЛЕМА: жуткая замусоренность дворовой территории (при д. 10к1 ул. Константинова), бытовой мусор, битые стёкла, пластик. ТРЕБУЕТСЯ: уборка территории. 
887;Неубранная дворовая территория;Ежедневно грязь и неубранная территория двора
888;Ненадлежащий уход за зелеными насаждениями во дворе;
889;Повреждение дорожного покрытия во дворе (ямы, выбоины, провалы);Повреждение дорожного покрытия на тротуаре! Травмоопасно!Энергетическая улица д.12 к.1
890;Ненадлежащий уход за зелеными насаждениями во дворе;Здравствуйте! На газоне нет травы.
891;Неисправность элементов освещения во дворе;и лампа не горит
892;Ненадлежащий уход за зелеными насаждениями во дворе;Добрый день. Возле дома Митинская 20. На детской площадке частично отсутствует газон. Прошу исправить. Спасибо!
893;Ненадлежащий уход за зелеными насаждениями во дворе;после того, как проводили ремонтные работы асфальтового полотна ковшом трактора сняли излишнее кол-во грунта с газона, эту проблему я неоднократно сообщала начальству, но они ссылаются на отсутствие грунта, зато в другие места грунт они завозят.Почему отдел благоустройства так избирательно работает?
894;Неубранная дворовая территория;Здравствуйте! Мусор.
895;Неубранная контейнерная площадка/переполнение контейнеров;
896;Брошенный разукомплектованный автомобиль во дворе;Автомобиль припаркован на газоне и пешеходном тротуаре и больше года перегораживает безопасную дорогу из подъезда в сторону школы. Детям приходится протискиваться между этой грязной и соседними машинами, чтоб по проезжей части обойти эту машину, которая брошена и без движения точно больше года.
